社区,体检安全,体检民生,12345安全,12345民生,bldg_n,area_km2,resi_km2,TJ安/百栋,TJ民/百栋,热线安/千栋,热线民/千栋,体检点/km2,热线件/km2,TJ安EB,TJ民EB,热线安EB,热线民EB,score,rank_v2,rank_v1
王家坝社区,0,0,3,35,94,0.7132863302902659,0.055694966674593616,0.0,0.0,31.914893617021274,372.3404255319149,0.0,682.2878667298758,0.09885718498420298,0.2442512429267819,32.68156410616598,371.91175624096496,0.3871951219512195,110,105.0
五龙社区,0,0,10,14,117,5.813371417806615,0.8835254791730477,0.0,0.0,85.47008547008546,119.65811965811966,0.0,27.163902531099897,0.07980176822932808,0.19910045043149402,84.38944453044135,120.32285749335975,0.38109756097560976,111,112.0
土城路社区,0,0,9,16,119,0.32497230747073896,0.045980447947741886,0.0,0.0,75.63025210084034,134.45378151260505,0.0,543.7093616054639,0.07848622294745525,0.19595068979331498,74.87471611424996,135.04927146517358,0.3780487804878049,112,132.0
沙河社区,0,1,15,39,246,3.001243271617827,0.059864428252014164,0.0,0.40650406504065045,60.97560975609756,158.53658536585365,16.704410769451467,902.0381815503791,0.03834567036497177,0.49234992596292376,60.829310157201874,158.77937764396458,0.3780487804878049,113,111.0
鸡山社区,0,0,3,2,55,5.607384124182448,0.1937981033494981,0.0,0.0,54.54545454545454,36.36363636363636,0.0,25.80004609737038,0.1661172911799229,0.3968530225668655,54.343776258972156,38.47608277916072,0.3742378048780488,114,130.0
环城北路社区,1,4,0,0,58,0.09642610703299656,0.03685389451277472,1.7241379310344827,6.896551724137931,0.0,0.0,135.67087186041744,0.0,1.8156475202001037,6.492751013219733,3.1942457553067634,2.2959257737443255,0.37347560975609756,115,92.0
英雄山社区,2,3,0,2,93,0.20643021991751526,0.023483415327886673,2.1505376344086025,3.225806451612903,0.0,21.505376344086024,212.91621896507,85.166487586028,2.1980633476332123,3.234059096879095,2.0397656105936344,22.833607286942172,0.3658536585365854,116,113.0
东锦苑社区,0,0,2,0,38,0.6289315025302938,0.021492130931459005,0.0,0.0,52.63157894736842,0.0,0.0,93.05731508793804,0.23615473366819517,0.5453804675507621,52.523561547590475,3.489566475808387,0.36051829268292684,117,53.0
甲街社区,0,6,0,1,65,0.9314697158892612,0.018056592435450085,0.0,9.230769230769232,0.0,15.384615384615385,332.2886099051746,55.381434984195764,0.14144196107766405,8.62676390621655,2.869433529863171,17.324780595966246,0.3536585365853658,118,117.0
东方社区,0,0,2,0,39,0.14926656118921733,0.032398184663935015,0.0,0.0,51.28205128205128,0.0,0.0,61.7318538290313,0.23043963547671933,0.5336322980502666,51.29749023109408,3.401154292709856,0.3513719512195122,119,87.0
上导堤社区,0,9,0,1,79,0.9953170675344184,0.033213023298074996,0.0,11.39240506329114,0.0,12.658227848101266,270.97804133120377,30.10867125902264,0.11709176239382611,10.700588623446718,2.3844915101792243,14.272697015356833,0.34603658536585363,120,122.0
绿洲社区,0,0,1,2,46,0.8598757663196883,0.3170031653406754,0.0,0.0,21.73913043478261,43.47826086956522,0.0,9.46362790029549,0.19705724138116262,0.46371007942631093,24.027985940485706,45.92798731336714,0.34527439024390244,121,86.0
镇平路社区,14,12,0,0,203,0.3492160320829292,0.10032357970454159,6.896551724137931,5.911330049261084,0.0,0.0,259.1614062872499,0.0,6.864960954087006,5.820537558122818,0.9549880186139241,0.6597612688612932,0.3429878048780488,122,121.0
锦云社区,0,0,9,47,210,2.6781172075738455,0.6306966426310131,0.0,0.0,42.857142857142854,223.80952380952382,0.0,88.79070572881201,0.044847348540983795,0.1139375342589192,43.01148273685563,223.94830235470974,0.3384146341463415,123,124.0
南苑社区,0,13,0,5,122,0.48147124277261666,0.054005065703254605,0.0,10.655737704918032,0.0,40.983606557377044,240.71815913403393,92.58390735924382,0.07659226871611789,10.236022813487711,1.5696947744229748,41.922681015516865,0.3384146341463415,124,102.0
光明路社区,6,2,0,0,83,0.18197609483135793,0.04161745837485339,7.228915662650602,2.4096385542168677,0.0,0.0,192.22701991897367,0.0,7.143851940131088,2.485801296546884,2.274656347659626,1.6082699739178212,0.3376524390243903,125,127.0
廖家湾社区,0,0,0,2,36,0.35489409512765335,0.024664948591941203,0.0,0.0,0.0,55.55555555555555,0.0,81.08672890781786,0.24847975031478567,0.5705001324612176,4.958184644107564,58.52159192655282,0.3323170731707317,126,118.0
福久源社区,0,0,0,8,59,0.2879368252129897,0.016813844543751334,0.0,0.0,0.0,135.59322033898306,0.0,475.79838026830726,0.15528141174404547,0.37295434492250673,3.143413466194745,136.78052267800751,0.3155487804878049,127,85.0
夜明珠社区,4,2,0,0,94,0.9374781101272958,0.04240413137986919,4.25531914893617,2.127659574468085,0.0,0.0,141.49564688049293,0.0,4.251629230164291,2.2161984990211976,2.018917406504384,1.4210030969791816,0.3132621951219512,128,84.0
红光社区,0,0,0,5,54,2.151950001116463,0.1989154339981591,0.0,0.0,0.0,92.59259259259258,0.0,25.136309935840742,0.16906675393545129,0.40331404962871703,3.4151521057679615,94.25936620429675,0.30640243902439024,129,135.0
磨盘社区,0,0,2,27,132,10.840974551455123,5.4111443324905615,0.0,0.0,15.151515151515152,204.54545454545456,0.0,5.35931001246317,0.07089009609612987,0.17767991352021756,16.177460835660256,204.83419421808338,0.30640243902439024,130,114.0
朱市街社区,0,0,10,26,240,3.170066819241295,0.515209353045208,0.0,0.0,41.666666666666664,108.33333333333334,0.0,69.87450788153902,0.0392951292614826,0.10012260323684938,41.82076022493655,108.68015907878465,0.29878048780487804,131,115.0
桐岭新村社区,0,0,1,5,80,0.7869884363211461,0.25656568953186415,0.0,0.0,12.5,62.5,0.0,23.385823766801174,0.11566938568108819,0.28336604566168366,14.28368582984996,63.803730397460356,0.29420731707317077,132,101.0
冯家湾社区,0,0,11,97,405,1.2783384808205769,0.48175139264998434,0.0,0.0,27.160493827160494,239.50617283950618,0.0,224.18201928991041,0.02337723380886568,0.06006604499982066,27.388607951199937,239.56004196008456,0.28810975609756095,133,123.0
六泉湖社区,0,0,8,14,231,4.885879724558363,2.1889521356042883,0.0,0.0,34.63203463203463,60.60606060606061,0.0,10.05047101860298,0.0408108773311202,0.10390204135723347,34.90702884041091,61.063136696287444,0.27439024390243905,134,142.0
江山社区,0,2,1,1,96,0.32588777899738,0.05758087982373037,0.0,2.083333333333333,10.416666666666666,10.416666666666666,34.733752004528334,34.733752004528334,0.09684628231481998,2.173341353828805,11.99460867433699,11.75753557479461,0.274390243902439,135,100.0
锦江社区,0,0,0,6,71,1.8548585272457123,0.40772743987433246,0.0,0.0,0.0,84.50704225352112,0.0,14.715713030865148,0.12986752245080732,0.31588594048923535,2.6393847402686164,85.8304425491654,0.2621951219512195,136,119.0
东城社区,0,0,26,165,887,1.1887657432658134,0.677534101149691,0.0,0.0,29.312288613303267,186.02029312288613,0.0,281.9046298568541,0.01070709094557807,0.027696744423444306,29.407705840587763,186.07318835422265,0.24085365853658536,137,133.0
长江新村社区,0,0,1,0,74,7.375692769778656,1.5997686988376492,0.0,0.0,13.513513513513514,0.0,0.0,0.6250903650800108,0.12476274748623871,0.3042471826212188,15.384704748211737,1.8026377317738427,0.23018292682926833,138,136.0
望洲社区,0,3,5,7,425,0.3483347163820872,0.08786046828105956,0.0,0.7058823529411765,11.76470588235294,16.47058823529412,34.14504906123659,136.58019624494636,0.0222831044451038,0.7510537161549752,12.120002486806527,16.767934267187325,0.22942073170731703,139,125.0
至喜社区,0,0,2,5,155,1.6990153522359297,0.5463814532633295,0.0,0.0,12.903225806451612,32.25806451612903,0.0,12.811562248666478,0.0605261262238944,0.15251938636591408,13.83495172416904,33.02414912469282,0.22865853658536586,140,140.0
朝阳社区,0,0,3,28,282,0.35928141946807063,0.2283633720506526,0.0,0.0,10.638297872340425,99.29078014184398,0.0,135.7485647616203,0.03349044283494403,0.08559315920959586,11.186470931287507,99.6010601008873,0.22560975609756098,141,154.0
龙盘湖社区,0,1,5,6,363,2.1628734234162583,0.11256373918354005,0.0,0.27548209366391185,13.774104683195592,16.528925619834713,8.883855558222498,97.72241114044749,0.02606485174994481,0.3368385107860222,14.168422458286,16.87691713089853,0.21798780487804875,142,148.0
港虹社区,0,0,5,47,456,1.0707095780907285,0.5288007975435951,0.0,0.0,10.964912280701753,103.0701754385965,0.0,98.3357064542117,0.020775916401046965,0.053455732178264284,11.302933580551306,103.2582952385723,0.2027439024390244,143,146.0
兴安社区,0,0,5,78,658,1.5010021572827899,0.42799207111546156,0.0,0.0,7.598784194528876,118.54103343465046,0.0,193.92882625998152,0.014420319923629004,0.03722836321560851,7.853162736031172,118.66041717403512,0.1951219512195122,144,152.0
润城社区,0,0,0,1,94,0.5346220120022117,0.3765489647991438,0.0,0.0,0.0,10.638297872340425,0.0,2.655697116398695,0.09885718498420298,0.2442512429267819,2.018917406504384,12.006453186807345,0.18064024390243902,145,
梅子溪社区,0,0,3,3,254,1.2230566625315364,0.7481571222288116,0.0,0.0,11.811023622047244,11.811023622047244,0.0,8.0197057833595,0.03714886979173768,0.09476072368378041,12.401265018552603,12.316775460947264,0.17682926829268295,146,138.0
云池社区,0,0,2,5,288,3.516387628436694,0.6512581175511551,0.0,0.0,6.944444444444444,17.36111111111111,0.0,10.748426486139211,0.03279830373247409,0.08385477165587406,7.529937204044671,17.79822414711962,0.17530487804878048,147,147.0
锦湖社区,0,0,2,8,380,1.5054436674944367,1.0741836816324501,0.0,0.0,5.263157894736842,21.052631578947366,0.0,9.30939481858715,0.024905872137926693,0.06394204799999524,5.7251326345976,21.3794944331113,0.16920731707317072,148,110.0
黄金卡社区,0,0,13,65,963,2.4210505692977544,0.6026832613205066,0.0,0.0,13.499480789200415,67.49740394600208,0.0,129.42121509911928,0.009864118773032953,0.02552763521706862,13.650183619716502,67.60385779191249,0.16768292682926828,149,145.0
平云社区,0,0,1,30,425,0.9049012801437827,0.4864360553378985,0.0,0.0,2.352941176470588,70.58823529411765,0.0,63.72882860927347,0.0222831044451038,0.05728792719321311,2.7924907203193245,70.82588934710097,0.16692073170731708,150,
下马槽社区,0,0,0,5,152,7.453363916338428,0.04281146391338248,0.0,0.0,0.0,32.89473684210526,0.0,116.79114757944646,0.061702752474263656,0.15538948248133305,1.2675183632119964,33.67393535095388,0.16615853658536583,151,141.0
谭家河社区,0,0,0,2,129,8.142024661386186,8.142024661386186,0.0,0.0,0.0,15.503875968992247,0.0,0.24563914789954694,0.0725095625882793,0.18158718237290336,1.4869790758801793,16.4845353569941,0.15472560975609756,152,126.0
蔡家畈社区,0,0,2,15,642,2.184645300715707,0.7358882268137252,0.0,0.0,3.115264797507788,23.36448598130841,0.0,23.101334388249693,0.014778410139553586,0.03814556846796315,3.4025956647767734,23.55636494022946,0.13109756097560976,153,155.0
桐岭社区,0,0,3,18,703,0.9115994116570868,0.42049944857186766,0.0,0.0,4.2674253200568995,25.604551920341393,0.0,49.94061245816565,0.013500293142042421,0.034870222630047666,4.523702115918306,25.778298081130085,0.13109756097560976,154,158.0
后坪社区,0,0,0,0,134,0.8124543575377838,0.02604014546623746,0.0,0.0,0.0,0.0,0.0,0.0,0.06985005104909472,0.1751671620244069,1.433040059257892,0.9983034452228022,0.10670731707317073,155,131.0
营盘社区,0,0,1,19,660,0.43452794652357496,0.27722882498073753,0.0,0.0,1.5151515151515151,28.78787878787879,0.0,72.14257031673976,0.014376775130395768,0.037116804620743946,1.8039446933255237,28.970674828444547,0.10670731707317073,156,151.0
虎牙社区,0,0,0,5,399,5.590594928564548,0.666264673947712,0.0,0.0,0.0,12.531328320802004,0.0,7.504525146702279,0.02372673790118718,0.06095279755244072,0.4903416154155381,12.852655342602139,0.09908536585365854,157,156.0
茶庵社区,0,0,0,0,167,0.36284964380453955,0.04092007148848392,0.0,0.0,0.0,0.0,0.0,0.0,0.05623656590322904,0.14202629240343373,1.1562277023370617,0.801586704837837,0.09298780487804878,158,134.0
黄龙寺社区,0,0,3,8,837,9.589751971577686,3.333011588830039,0.0,0.0,3.5842293906810037,9.557945041816009,0.0,3.3003185578065284,0.011344933222454782,0.029336725679222745,3.8027839059055144,9.712882866277115,0.09298780487804878,159,153.0
石板冲社区,0,0,1,3,503,6.457713090136135,1.9448041186467542,0.0,0.0,1.9880715705765406,5.964214711729622,0.0,2.056762406891294,0.018843545337515668,0.048533498216152285,2.362740219878901,6.225287609748021,0.09146341463414634,160,149.0
峡江社区,0,0,0,1,428,0.5581723292220788,0.4091272649586588,0.0,0.0,0.0,2.336448598130841,0.0,2.444227226217855,0.022127756967827608,0.0568932214863029,0.4574128856427921,2.6471935675193183,0.06859756097560976,161,
丁家坝社区,0,0,0,6,627,5.6329866620108655,0.5009016478905512,0.0,0.0,0.0,9.569377990430622,0.0,11.978399402892403,0.015130656577408714,0.039047464987963416,0.31312063848682425,9.776161503619036,0.06554878048780488,162,157.0
平湖社区,0,0,0,0,441,0.36917498936690707,0.15919828035712857,0.0,0.0,0.0,0.0,0.0,0.0,0.021478880174869232,0.0552438579301619,0.44404542306360195,0.304078135264457,0.04268292682926829,163,144.0
双桥社区,0,0,0,1,761,0.5299271970126511,0.3720787156350304,0.0,0.0,0.0,1.314060446780552,0.0,2.687603343000392,0.01247449037518931,0.03223824260204154,0.25826181150396854,1.489542872259009,0.024390243902439025,164,
