社区,体检安全,体检民生,12345安全,12345民生,bldg_n,area_km2,resi_km2,TJ安/百栋,TJ民/百栋,热线安/千栋,热线民/千栋,体检点/km2,热线件/km2,TJ安EB,TJ民EB,热线安EB,热线民EB,score,rank_new,rank_old,Δ(old-new)
东湖社区,17,8,12,13,654,0.2373096652212995,0.31239617996278934,2.599388379204893,1.2232415902140672,18.34862385321101,19.877675840978593,80.02658676228961,80.02658676228961,2.605984547461692,1.2507378224982924,18.474865509778482,20.012074148229605,0.4113924050632911,99,14,-85
江山社区,0,2,3,15,96,0.32588777899738,0.05758087982373037,0.0,2.083333333333333,31.25,156.25,34.733752004528334,312.603768040755,0.10590310986066409,2.1959048645233703,31.885098921852087,156.83259794115776,0.40981012658227844,100,98,-2
桐岭新村社区,0,0,4,16,80,0.7869884363211461,0.25656568953186415,0.0,0.0,50.0,200.0,0.0,77.95274588933725,0.126481543697594,0.3137055728468906,50.38967832222612,200.5713770527197,0.4003164556962025,101,112,11
南苑社区,0,13,1,5,122,0.48147124277261666,0.054005065703254605,0.0,10.655737704918032,8.196721311475411,40.983606557377044,240.71815913403393,111.10068883109258,0.0837585248255909,10.243522061807326,8.998527954136676,41.662606624530675,0.3987341772151899,102,86,-16
山庄路社区,1,11,0,0,78,0.2524153273662153,0.03303847395296575,1.282051282051282,14.102564102564102,0.0,0.0,363.21290193619257,0.0,1.3743239436787555,13.172710448591745,1.4107425233506254,1.1832782062217657,0.3829113924050633,103,100,-3
三峡物流园社区,0,2,0,0,23,1.0493339460527145,0.016871628028187483,0.0,8.695652173913043,0.0,0.0,118.54220568747684,0.0,0.4109784078275453,7.4358784780572575,4.563540242154086,3.9844016768243216,0.38132911392405067,104,145,41
王家坝社区,0,0,3,22,94,0.7132863302902659,0.055694966674593616,0.0,0.0,31.914893617021274,234.04255319148936,0.0,448.873596532813,0.1081016143353405,0.27047500532476265,32.55208035510935,234.44463755970946,0.37816455696202533,105,113,8
丫口社区,27,7,0,0,115,0.18133735308404023,0.04453508170920108,23.47826086956522,6.086956521739131,0.0,0.0,763.4430811648315,0.0,23.09860637432536,5.934141966985813,0.9631187841168813,0.8033432091446164,0.37816455696202533,106,77,-29
东山花园社区,0,3,2,6,100,0.5289175894828887,0.07609875392841625,0.0,3.0,20.0,60.0,39.42245891203432,105.12655709875818,0.10176388656863124,3.043704103877055,20.78836944753065,60.78370506759593,0.37658227848101267,107,116,9
锦绣社区,0,0,0,3,30,0.1494277806126075,0.023668551183441952,0.0,0.0,0.0,100.0,0.0,126.75047056106841,0.3220249183379668,0.7309564766420106,3.5529541738814423,102.28910271589226,0.37658227848101267,108,152,44
唐家湾社区,0,1,0,0,15,0.8331321786071991,0.01158450035834681,0.0,6.666666666666667,0.0,0.0,86.32223825514276,0.0,0.6005763910901036,5.642631015713401,6.761492227766992,6.076823984475611,0.37341772151898733,109,157,48
锦湖社区,0,0,28,97,380,1.5054436674944367,1.0741836816324501,0.0,0.0,73.68421052631578,255.26315789473685,0.0,116.36743523233937,0.027239091045439492,0.07089436430608777,73.66761367046173,255.3497673779243,0.3607594936708861,110,49,-61
沙河社区,0,1,11,31,246,3.001243271617827,0.059864428252014164,0.0,0.40650406504065045,44.71544715447155,126.01626016260161,16.704410769451467,701.5852523169616,0.04193677499900338,0.502689778807864,44.87824602832582,126.2726402746511,0.36075949367088606,111,79,-32
五龙社区,0,0,4,20,117,5.813371417806615,0.8835254791730477,0.0,0.0,34.188034188034194,170.94017094017093,0.0,27.163902531099897,0.0872677334320883,0.2205446149574833,34.67080411037832,171.38913143017663,0.3560126582278481,112,110,-2
英雄山社区,2,3,0,2,93,0.20643021991751526,0.023483415327886673,2.1505376344086025,3.225806451612903,0.0,21.505376344086024,212.91621896507,85.166487586028,2.206967852634003,3.2555095906533666,1.1870758569652353,22.444389255221324,0.3528481012658228,113,104,-9
磨盘社区,0,0,3,34,132,10.840974551455123,5.4111443324905615,0.0,0.0,22.727272727272727,257.57575757575756,0.0,6.837740360728872,0.07752375685225618,0.19684576252437777,23.293958779995847,257.82071428313907,0.34968354430379744,114,103,-11
朱市街社区,0,0,16,37,240,3.170066819241295,0.515209353045208,0.0,0.0,66.66666666666667,154.16666666666669,0.0,102.87080327004354,0.042975066508517214,0.11098133265770987,66.6872196136387,154.40207198556624,0.34968354430379744,115,74,-41
张家店社区,0,12,0,1,80,0.16771456038632548,0.03140777047435553,0.0,15.0,0.0,12.5,382.07105498933805,31.83925458244484,0.126481543697594,14.013593337829777,1.3761698030072902,13.61738206064786,0.3465189873417721,116,159,43
甲街社区,0,6,0,1,65,0.9314697158892612,0.018056592435450085,0.0,9.230769230769232,0.0,15.384615384615385,332.2886099051746,55.381434984195764,0.15465489830124288,8.643906278704339,1.6860707065259761,16.74859968165648,0.3409810126582279,117,122,5
廖家湾社区,0,0,0,2,36,0.35489409512765335,0.024664948591941203,0.0,0.0,0.0,55.55555555555555,0.0,81.08672890781786,0.2716311567004557,0.6303475796134088,2.986146476344936,57.75218882840717,0.34018987341772156,118,153,35
锦江社区,0,0,1,7,71,1.8548585272457123,0.40772743987433246,0.0,0.0,14.084507042253522,98.59154929577464,0.0,19.620950707820196,0.1420026463059644,0.3496297336769541,15.318923898580799,99.56773112065873,0.3401898734177215,119,136,17
常刘路社区,0,2,0,1,52,0.3396401904361982,0.020492960944744898,0.0,3.8461538461538463,0.0,19.230769230769234,97.59448648697439,48.797243243487195,0.19165296592812686,3.817261445812766,2.094928308466528,20.91702036608564,0.3401898734177215,120,154,34
镇平路社区,14,12,0,0,203,0.3492160320829292,0.10032357970454159,6.896551724137931,5.911330049261084,0.0,0.0,259.1614062872499,0.0,6.868644399955002,5.828703500781985,0.5488947040197649,0.455496260521104,0.3338607594936709,121,61,-60
上导堤社区,0,9,0,1,79,0.9953170675344184,0.033213023298074996,0.0,11.39240506329114,0.0,12.658227848101266,270.97804133120377,30.10867125902264,0.12803649720050544,10.71090320640855,1.3932417192259432,13.78924569873491,0.3306962025316456,122,121,-1
冯家湾社区,0,0,16,130,405,1.2783384808205769,0.48175139264998434,0.0,0.0,39.50617283950617,320.98765432098764,0.0,303.060877928953,0.025567329057329037,0.06659869379841993,39.62593962335088,321.03102634422214,0.3291139240506329,123,57,-66
锦云社区,0,0,6,44,210,2.6781172075738455,0.6306966426310131,0.0,0.0,28.57142857142857,209.52380952380952,0.0,79.27741582929644,0.049046676413039086,0.1262826333276167,28.884764279286436,209.73128581021243,0.3275316455696202,124,88,-36
望洲社区,0,3,21,15,425,0.3483347163820872,0.08786046828105956,0.0,0.7058823529411765,49.41176470588235,35.294117647058826,34.14504906123659,409.7405887348391,0.02437075178847152,0.7570138073574647,49.48853000879507,35.49242264815014,0.3180379746835443,125,55,-70
谭家河社区,0,0,6,6,129,8.142024661386186,8.142024661386186,0.0,0.0,46.51162790697674,46.51162790697674,0.0,1.4738348873972817,0.0792945001076888,0.20116913041686937,46.79811808104117,47.143855468644716,0.3125,126,117,-9
光明路社区,6,2,0,0,83,0.18197609483135793,0.04161745837485339,7.228915662650602,2.4096385542168677,0.0,0.0,192.22701991897367,0.0,7.152649919695008,2.511018520574866,1.3273753121303153,1.1121964794980805,0.3109177215189873,127,107,-20
平湖馨苑社区,0,2,0,0,46,0.17518781025247407,0.045430888244958216,0.0,4.3478260869565215,0.0,0.0,44.0229121036821,0.0,0.2154405729740992,4.244630949252411,2.3589385810250754,2.0022684597141525,0.30933544303797467,128,142,14
万达社区,0,7,0,0,69,0.38603090929269407,0.03678963973487424,0.0,10.144927536231885,0.0,0.0,190.27095808618222,0.0,0.14598359851167153,9.498100063557262,1.5905563590585832,1.3370979890602332,0.3022151898734177,129,144,15
鸡山社区,0,0,2,0,55,5.607384124182448,0.1937981033494981,0.0,0.0,36.36363636363636,0.0,0.0,10.320018438948152,0.1816259618451085,0.43900344679566716,37.31326033254948,1.6760104886925484,0.30142405063291133,130,146,16
后坪社区,0,0,2,14,134,0.8124543575377838,0.02604014546623746,0.0,0.0,14.925373134328359,104.4776119402985,0.0,614.4358917174605,0.07638655335578166,0.19406529723994967,15.576336734168473,104.98539636314533,0.2958860759493671,131,125,-6
土城路社区,0,0,2,5,119,0.32497230747073896,0.045980447947741886,0.0,0.0,16.80672268907563,42.016806722689076,0.0,152.23862124952987,0.08582934573662131,0.2170602764948733,17.513528939032074,42.71086630395099,0.2768987341772152,132,135,3
东城社区,0,0,29,206,887,1.1887657432658134,0.677534101149691,0.0,0.0,32.69447576099211,232.2435174746336,0.0,346.8460105568624,0.011710493518935456,0.030715775214909813,32.76162137539534,232.28669686278852,0.2737341772151899,133,44,-89
茶庵社区,0,0,1,21,167,0.36284964380453955,0.04092007148848392,0.0,0.0,5.9880239520958085,125.74850299401197,0.0,537.6334693401361,0.06150087544669822,0.1573845997699617,6.59693026106694,126.12636935729599,0.26582278481012656,134,127,-7
红光社区,0,0,0,1,54,2.151950001116463,0.1989154339981591,0.0,0.0,0.0,18.51851851851852,0.0,5.027261987168148,0.1848496500123157,0.4461310565970285,2.019584935318743,20.14565339171176,0.26424050632911394,135,161,26
长江新村社区,0,0,1,1,74,7.375692769778656,1.5997686988376492,0.0,0.0,13.513513513513514,13.513513513513514,0.0,1.2501807301600216,0.13642232007532823,0.3367744324825224,14.711111733206009,14.718019044114499,0.2626582278481013,136,149,13
胡家冲社区,0,1,0,0,53,0.31532844395816034,0.032151272730571605,0.0,1.8867924528301887,0.0,0.0,31.102967785444225,0.0,0.18818984079112253,2.1038779525810756,2.056566792556704,1.738978582163869,0.2579113924050633,137,156,19
梅子溪社区,0,0,4,15,254,1.2230566625315364,0.7481571222288116,0.0,0.0,15.748031496062993,59.05511811023622,0.0,25.395734980638412,0.04062799434984384,0.1050417821212093,16.08820838568945,59.36496844073246,0.25158227848101267,138,115,-23
东山社区,0,0,0,1,59,0.19820684963456972,0.02764099066884371,0.0,0.0,0.0,16.949152542372882,0.0,36.17815338026857,0.16978227967521553,0.41263368942818773,1.852980432004879,18.445128779509385,0.24525316455696203,139,160,21
至喜社区,0,0,2,7,155,1.6990153522359297,0.5463814532633295,0.0,0.0,12.903225806451612,45.16129032258064,0.0,16.47200860542833,0.06619139026318074,0.16900027384844704,13.487691380468993,45.689658823286095,0.24208860759493672,140,132,-8
下马槽社区,0,0,2,3,152,7.453363916338428,0.04281146391338248,0.0,0.0,13.157894736842104,19.736842105263158,0.0,116.79114757944646,0.06747798366476683,0.17217713079313055,13.751105438532926,20.31464342038145,0.2310126582278481,141,139,-2
六泉湖社区,0,0,4,4,231,4.885879724558363,2.1889521356042883,0.0,0.0,17.316017316017316,17.316017316017316,0.0,3.6547167340374473,0.04463262143065521,0.11516769333965236,17.678976397337234,17.69886128918002,0.22626582278481014,142,126,-16
石板社区,0,0,0,8,104,5.268713647776033,0.03129561763832972,0.0,0.0,0.0,76.92307692307693,0.0,255.6268450251608,0.09793605561026567,0.2462371472335159,1.0634340112014071,77.63877352173719,0.2151898734177215,143,141,-2
平湖社区,0,0,3,33,441,0.36917498936690707,0.15919828035712857,0.0,0.0,6.802721088435374,74.82993197278911,0.0,226.13309590556764,0.02349122115954465,0.061254075083049996,7.0317171870701385,75.00011099772263,0.21044303797468356,144,106,-38
黄金卡社区,0,0,13,92,963,2.4210505692977544,0.6026832613205066,0.0,0.0,13.499480789200415,95.53478712357217,0.0,174.22086647958363,0.010788542140665344,0.028310646163521382,13.593376940704486,95.60771976797365,0.2041139240506329,145,71,-74
港虹社区,0,0,2,39,456,1.0707095780907285,0.5288007975435951,0.0,0.0,4.385964912280701,85.52631578947368,0.0,77.53392239659,0.02272243049412279,0.05927213577310078,4.615958386538421,85.68542194545243,0.20253164556962025,146,109,-37
云池社区,0,0,2,10,288,3.516387628436694,0.6512581175511551,0.0,0.0,6.944444444444444,34.72222222222222,0.0,18.42587397623865,0.03587030738446427,0.09295951638318707,7.29363041234315,35.01524692360339,0.19936708860759494,147,131,-16
龙盘湖社区,0,1,4,3,363,2.1628734234162583,0.11256373918354005,0.0,0.27548209366391185,11.019283746556475,8.264462809917356,8.883855558222498,62.18698890755749,0.028506576737019,0.34398502880432147,11.278647563875088,8.5140025654168,0.19778481012658228,148,129,-19
石板冲社区,0,0,5,24,503,6.457713090136135,1.9448041186467542,0.0,0.0,9.940357852882704,47.713717693836976,0.0,14.911527449961882,0.02060909685015529,0.053816134488347364,10.131206011529136,47.87551969699487,0.1962025316455696,149,101,-48
岳湾路社区,0,2,0,0,83,0.5303052562788673,0.06373622418075824,0.0,2.4096385542168677,0.0,0.0,31.379329819223802,0.0,0.12203532876457546,2.511018520574866,1.3273753121303153,1.1121964794980805,0.19066455696202533,150,155,5
营盘社区,0,0,4,16,660,0.43452794652357496,0.27722882498073753,0.0,0.0,6.0606060606060606,24.242424242424242,0.0,72.14257031673976,0.01572395764996929,0.04116000074135508,6.215608092699131,24.37405658850981,0.1550632911392405,151,114,-37
兴安社区,0,0,1,33,658,1.5010021572827899,0.42799207111546156,0.0,0.0,1.5197568389057752,50.151975683890576,0.0,79.44072401011292,0.01577158139759515,0.04128368012244816,1.6863133817319567,50.27481129343122,0.13924050632911392,152,118,-34
黄龙寺社区,0,0,7,7,837,9.589751971577686,3.333011588830039,0.0,0.0,8.363201911589009,8.363201911589009,0.0,4.200405437208309,0.012408093950912379,0.0325341547831312,8.481067624197738,8.471437128245968,0.12025316455696203,153,111,-42
朝阳社区,0,0,0,3,282,0.35928141946807063,0.2283633720506526,0.0,0.0,0.0,10.638297872340425,0.0,13.136957880156801,0.03662722182815906,0.09488552669530892,0.3959993265504003,10.95748946395144,0.09651898734177214,154,151,-3
蔡家畈社区,0,0,1,6,642,2.184645300715707,0.7358882268137252,0.0,0.0,1.557632398753894,9.345794392523365,0.0,9.51231415986752,0.016163214530556375,0.04230053212216562,1.7282347434778749,9.486535367977108,0.0949367088607595,155,138,-17
虎牙社区,0,0,0,5,399,5.590594928564548,0.666264673947712,0.0,0.0,0.0,12.531328320802004,0.0,7.504525146702279,0.025949557528719042,0.0675814780234332,0.28034593960386606,12.755869300389689,0.08544303797468354,156,147,-9
丁家坝社区,0,0,0,4,627,5.6329866620108655,0.5009016478905512,0.0,0.0,0.0,6.379585326953748,0.0,7.985599601928269,0.016548455918632615,0.0433003997904757,0.17866308612464443,6.524796960504988,0.058544303797468354,157,148,-9
桐岭社区,0,0,0,3,703,0.9115994116570868,0.42049944857186766,0.0,0.0,0.0,4.2674253200568995,0.0,7.134373208309379,0.014765371469254183,0.038669288581148445,0.15939229580197986,4.397645358856146,0.04113924050632911,158,150,-8
